Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
46571,28.5,29.4,1025.18,1.34,-87,1120,389,252,-470,-817,
46590,28.5,29.5,1025.18,1.33,-26,1080,380,253,-470,-816,
46610,28.5,29.4,1025.18,1.29,-100,1071,358,253,-470,-816,
46630,28.5,29.4,1025.18,1.30,-131,1067,354,253,-470,-816,
46650,28.5,29.4,1025.18,1.31,-56,1089,367,254,-471,-817,
46670,28.5,29.4,1025.18,1.32,-26,1102,319,253,-471,-816,
46690,28.5,29.4,1025.18,1.34,-83,1093,376,253,-469,-816,
46710,28.5,29.4,1025.18,1.31,-56,1089,350,253,-470,-817,
46730,28.5,29.5,1025.18,1.29,-39,1067,363,253,-470,-816,
46750,28.5,29.5,1025.17,1.35,-48,1085,380,254,-470,-816,
46770,28.5,29.4,1025.17,1.35,-105,1102,389,253,-470,-816,
46790,28.5,29.4,1025.17,1.35,-70,1058,350,253,-470,-816,
46811,28.5,29.4,1025.17,1.36,-188,1076,358,253,-470,-817,
46830,28.5,29.4,1025.17,1.38,-192,1080,376,253,-470,-817,
46849,28.5,29.4,1025.17,1.35,-118,1050,328,254,-470,-817,
46869,28.5,29.4,1025.17,1.36,-87,1023,332,254,-471,-816,
46889,28.5,29.4,1025.18,1.32,-109,1076,350,253,-470,-816,
46909,28.5,29.5,1025.18,1.30,-13,1120,345,252,-470,-816,
46929,28.5,29.5,1025.18,1.31,-61,1085,350,253,-471,-816,
46949,28.5,29.4,1025.18,1.29,-170,1058,371,253,-471,-816,
46969,28.5,29.5,1025.18,1.31,-153,1058,406,253,-470,-816,
46989,28.5,29.5,1025.18,1.28,-83,1045,363,252,-470,-816,
47009,28.5,29.5,1025.18,1.32,-175,1041,358,253,-471,-816,
47028,28.5,29.5,1025.18,1.32,-253,1054,350,253,-471,-817,
47049,28.5,29.6,1025.18,1.32,-266,1023,297,253,-470,-816,
47068,28.5,29.4,1025.17,1.39,-306,1023,341,253,-470,-816,
47088,28.5,29.5,1025.17,1.41,-253,962,341,254,-469,-817,
47108,28.5,29.4,1025.17,1.40,-192,975,323,252,-470,-816,
47128,28.5,29.5,1025.17,1.38,-227,1054,380,253,-471,-816,
47148,28.5,29.4,1025.17,1.37,-131,1080,380,252,-469,-816,
47168,28.5,29.5,1025.17,1.35,4,1023,345,253,-470,-816,
47188,28.5,29.5,1025.17,1.37,-140,1010,354,253,-470,-816,
47208,28.5,29.5,1025.18,1.34,-280,1036,376,252,-471,-817,
47228,28.5,29.5,1025.17,1.35,-253,1032,367,252,-470,-817,
47247,28.5,29.5,1025.18,1.32,-144,1019,341,253,-470,-817,
47268,28.5,29.4,1025.18,1.32,-236,1010,363,253,-469,-816,
47289,28.5,29.4,1025.18,1.31,-245,1032,402,253,-470,-816,
47308,28.5,29.5,1025.18,1.34,-192,1045,380,252,-470,-817,
47327,28.5,29.5,1025.17,1.36,-135,1032,363,253,-469,-817,
47347,28.5,29.5,1025.18,1.32,-166,1015,336,254,-470,-817,
47367,28.5,29.5,1025.18,1.33,-231,1032,350,253,-470,-817,
47387,28.5,29.5,1025.17,1.40,-253,1032,380,253,-469,-817,
47407,28.5,29.6,1025.17,1.39,-161,1089,376,252,-470,-817,
47427,28.5,29.5,1025.17,1.42,-48,1106,385,252,-469,-817,
47446,28.5,29.6,1025.17,1.39,0,1058,380,252,-469,-817,
47467,28.5,29.6,1025.17,1.40,-83,1085,389,253,-469,-817,
47486,28.5,29.5,1025.17,1.40,-148,1067,411,252,-469,-817,
47506,28.5,29.6,1025.17,1.35,-113,1058,380,253,-469,-817,
47526,28.5,29.6,1025.17,1.35,-39,1085,402,253,-470,-817,
47546,28.5,29.6,1025.17,1.39,-43,1089,402,253,-470,-817,
47566,28.5,29.5,1025.17,1.38,-70,1067,371,252,-469,-817,
47586,28.5,29.5,1025.17,1.43,-144,1071,358,252,-469,-817,
47606,28.5,29.5,1025.16,1.46,-201,1085,385,252,-470,-817,
47625,28.4,29.6,1025.16,1.48,-144,1093,389,253,-470,-816,
47646,28.4,29.4,1025.16,1.46,-100,1115,389,253,-470,-817,
47665,28.4,29.6,1025.16,1.49,-109,1089,371,252,-470,-817,
47685,28.4,29.5,1025.16,1.47,-131,1076,341,254,-470,-816,
47737,28.4,29.6,1025.16,1.44,-450,1010,363,252,-469,-817,
47746,28.4,29.5,1025.16,1.50,-293,1032,328,252,-469,-817,
47767,28.4,29.5,1025.15,1.55,-135,975,288,252,-469,-817,
47785,28.4,29.6,1025.16,1.50,-253,1023,363,252,-470,-818,
47805,28.4,29.6,1025.16,1.51,-231,1032,363,253,-470,-817,
47824,28.4,29.5,1025.16,1.52,-157,1015,380,253,-470,-817,
47844,28.4,29.5,1025.16,1.47,-135,1001,363,253,-470,-817,
47865,28.4,29.4,1025.16,1.47,-262,1015,376,252,-469,-817,
47884,28.4,29.6,1025.16,1.44,-266,1023,380,252,-468,-817,
47904,28.4,29.5,1025.16,1.45,-175,1028,367,253,-469,-817,
47924,28.4,29.5,1025.16,1.44,-135,1032,358,252,-470,-817,
47944,28.4,29.6,1025.16,1.44,-105,1063,345,252,-469,-817,
47964,28.4,29.6,1025.16,1.44,-175,1006,345,253,-469,-817,
47984,28.4,29.5,1025.16,1.46,-371,1010,433,252,-468,-817,
48003,28.4,29.5,1025.16,1.44,-249,1080,402,252,-468,-818,
48024,28.4,29.5,1025.17,1.39,43,1071,328,252,-469,-817,
48044,28.4,29.5,1025.17,1.36,87,1071,354,252,-468,-816,
48063,28.4,29.4,1025.17,1.36,-61,1058,371,253,-469,-817,
48083,28.4,29.4,1025.17,1.39,-166,1080,389,253,-469,-817,
48103,28.4,29.5,1025.17,1.40,-105,1098,385,252,-469,-818,
48123,28.4,29.5,1025.17,1.41,-61,1089,367,252,-470,-817,
48143,28.4,29.5,1025.17,1.41,-65,1071,354,252,-469,-817,
48163,28.4,29.5,1025.18,1.35,-26,1085,328,252,-470,-818,
48183,28.4,29.4,1025.18,1.34,-131,1054,341,251,-470,-817,
48203,28.4,29.6,1025.18,1.33,-170,1036,319,252,-469,-817,
48222,28.4,29.5,1025.18,1.30,-249,1023,336,252,-469,-817,
48244,28.4,29.6,1025.18,1.33,-275,949,253,252,-469,-817,
48263,28.4,29.5,1025.17,1.38,-371,1006,328,253,-469,-818,
48283,28.4,29.7,1025.18,1.34,0,1045,293,252,-469,-818,
48302,28.4,29.5,1025.18,1.35,170,997,310,252,-469,-818,
48322,28.4,29.5,1025.18,1.35,61,1019,332,252,-469,-817,
48342,28.4,29.5,1025.17,1.37,-113,1036,367,251,-469,-818,
48362,28.4,29.5,1025.17,1.39,-196,1071,385,251,-470,-817,
48382,28.4,29.6,1025.17,1.37,-74,1102,371,252,-470,-818,
48402,28.4,29.5,1025.17,1.40,-4,1093,350,252,-469,-818,
48421,28.4,29.6,1025.17,1.42,-43,1085,358,252,-468,-817,
48442,28.4,29.6,1025.16,1.44,-100,1098,406,253,-469,-817,
48461,28.4,29.6,1025.16,1.44,-96,1115,380,252,-469,-817,
48481,28.4,29.5,1025.17,1.41,74,1098,367,252,-468,-818,
48501,28.4,29.7,1025.17,1.41,96,1089,341,251,-469,-817,
48521,28.4,29.5,1025.16,1.45,-35,1076,341,252,-469,-817,
48541,28.4,29.5,1025.16,1.46,-113,1050,350,252,-469,-817,
48561,28.4,29.5,1025.16,1.49,-144,1058,332,253,-469,-817,
48581,28.4,29.5,1025.16,1.50,-161,1010,323,251,-469,-818,
48601,28.4,29.5,1025.16,1.47,-56,1071,367,252,-470,-818,
48621,28.4,29.6,1025.16,1.47,118,1098,358,252,-469,-818,
48640,28.4,29.6,1025.16,1.49,-91,1089,398,252,-469,-816,
48660,28.4,29.5,1025.16,1.45,-354,1080,411,252,-469,-817,
48680,28.4,29.6,1025.17,1.42,-323,1093,420,252,-469,-818,
48701,28.4,29.5,1025.16,1.45,48,1124,385,252,-470,-818,
48722,28.4,29.5,1025.16,1.45,-192,1120,393,252,-470,-818,
48741,28.4,29.6,1025.17,1.43,-175,1102,398,252,-469,-818,
48760,28.4,29.6,1025.17,1.40,87,1102,406,251,-470,-818,
48780,28.4,29.6,1025.17,1.41,161,1124,371,252,-470,-817,
48800,28.4,29.6,1025.17,1.40,-166,1120,398,252,-469,-817,
48820,28.4,29.5,1025.17,1.39,-420,1102,437,252,-469,-818,
48839,28.4,29.5,1025.17,1.39,-188,1085,363,252,-469,-818,
48859,28.4,29.6,1025.17,1.40,-26,1085,354,253,-469,-817,
48879,28.4,29.7,1025.17,1.38,-61,1120,393,252,-469,-818,
48899,28.4,29.5,1025.17,1.40,-170,1106,389,253,-469,-818,
48919,28.4,29.7,1025.17,1.39,-131,1093,393,253,-468,-817,
48939,28.4,29.6,1025.17,1.36,-74,1067,354,252,-469,-817,
48959,28.4,29.5,1025.17,1.40,-87,1085,371,251,-469,-818,
48979,28.4,29.6,1025.17,1.36,-52,1093,354,252,-469,-818,
48999,28.4,29.5,1025.18,1.35,-65,1032,332,251,-469,-818,
49018,28.4,29.6,1025.17,1.36,-275,993,354,252,-469,-818,
49039,28.4,29.5,1025.17,1.38,-398,1076,385,252,-468,-819,
49058,28.4,29.6,1025.17,1.41,-166,1098,398,251,-469,-819,
49078,28.4,29.5,1025.17,1.40,43,1080,367,252,-469,-817,
49098,28.4,29.5,1025.17,1.40,-4,1085,350,251,-469,-817,
49118,28.4,29.7,1025.17,1.37,-188,1089,371,251,-469,-818,
49170,28.4,29.7,1025.17,1.40,-56,1111,402,251,-469,-818,
49179,28.4,29.6,1025.17,1.39,-109,1102,376,252,-469,-817,
49199,28.4,29.6,1025.17,1.41,-249,1098,371,252,-468,-817,
49219,28.4,29.5,1025.17,1.43,-245,1089,402,252,-469,-818,
49238,28.4,29.6,1025.17,1.44,-17,1102,411,252,-470,-817,
49257,28.4,29.5,1025.17,1.39,43,1120,389,252,-469,-818,
49277,28.4,29.6,1025.17,1.38,-21,1150,402,251,-469,-818,
49297,28.4,29.5,1025.17,1.43,-109,1111,398,252,-469,-817,
49317,28.4,29.7,1025.17,1.42,-105,1102,411,252,-469,-817,
49337,28.4,29.6,1025.16,1.47,-148,1102,385,251,-470,-818,
49357,28.4,29.6,1025.16,1.47,-179,1098,393,251,-469,-818,
49377,28.4,29.6,1025.16,1.48,-135,1102,371,252,-469,-818,
49397,28.4,29.6,1025.16,1.50,-78,1080,332,251,-469,-818,
49416,28.4,29.6,1025.16,1.50,-192,1076,376,251,-469,-818,
49437,28.4,29.6,1025.16,1.50,-240,1102,402,252,-469,-818,
49456,28.4,29.5,1025.16,1.52,-105,1115,389,252,-469,-818,
49476,28.4,29.7,1025.16,1.49,70,1019,306,252,-469,-817,
49496,28.4,29.6,1025.16,1.48,-306,1063,389,252,-470,-818,
49516,28.4,29.6,1025.16,1.46,-350,1010,328,252,-468,-818,
49536,28.4,29.6,1025.16,1.46,-109,1124,428,251,-469,-818,
49556,28.4,29.5,1025.16,1.50,113,1098,358,252,-469,-817,
49576,28.4,29.7,1025.16,1.49,-39,1085,358,251,-468,-817,
49596,28.4,29.5,1025.16,1.50,-56,1058,336,252,-468,-819,
49616,28.4,29.6,1025.16,1.49,293,1076,354,250,-469,-818,
49636,28.4,29.8,1025.16,1.48,113,1036,319,251,-469,-817,
49655,28.4,29.6,1025.15,1.53,-214,1058,363,252,-469,-817,
49677,28.4,29.5,1025.15,1.58,-275,1067,341,251,-469,-817,
49696,28.4,29.6,1025.16,1.51,-323,1019,214,251,-469,-818,
49716,28.4,29.6,1025.16,1.51,-310,1028,253,251,-469,-818,
49735,28.4,29.6,1025.16,1.50,-262,993,258,252,-469,-818,
49755,28.4,29.6,1025.16,1.46,-227,1015,306,251,-468,-818,
49775,28.4,29.5,1025.17,1.42,-280,1085,332,251,-468,-818,
49795,28.4,29.6,1025.17,1.42,-258,1106,319,252,-469,-818,
49815,28.4,29.5,1025.17,1.43,-284,1071,358,251,-469,-818,
49834,28.4,29.7,1025.17,1.39,-210,1054,336,251,-468,-818,
49855,28.4,29.6,1025.18,1.35,-131,1032,328,252,-469,-818,
49874,28.4,29.6,1025.18,1.33,-135,1028,328,251,-468,-818,
49894,28.4,29.7,1025.18,1.31,-52,1106,406,251,-468,-819,
49914,28.4,29.6,1025.18,1.31,175,1150,420,251,-468,-818,
49934,28.4,29.7,1025.17,1.39,188,1150,441,251,-469,-819,
49954,28.4,29.7,1025.17,1.38,118,1133,446,251,-469,-818,
49974,28.4,29.6,1025.17,1.39,26,1124,420,252,-468,-818,
49994,28.4,29.6,1025.17,1.38,-56,1098,371,252,-469,-818,
50014,28.4,29.6,1025.17,1.43,-179,1115,385,250,-469,-818,
50034,28.4,29.7,1025.16,1.45,-210,1080,345,251,-468,-818,
50054,28.4,29.7,1025.17,1.41,-245,1058,363,252,-468,-818,
50073,28.4,29.6,1025.17,1.41,-201,1019,288,250,-469,-818,
50093,28.4,29.6,1025.17,1.44,-441,1023,328,251,-468,-818,
50113,28.4,29.8,1025.17,1.44,-424,1019,332,251,-468,-819,
50134,28.4,29.6,1025.16,1.46,-26,975,288,251,-468,-818,
50155,28.4,29.6,1025.17,1.44,-231,1058,328,251,-468,-818,
50174,28.4,29.7,1025.17,1.41,-310,1028,354,251,-469,-818,
50193,28.4,29.5,1025.16,1.46,-284,953,284,251,-468,-818,
50213,28.4,29.7,1025.17,1.42,-446,966,297,250,-468,-818,
50233,28.4,29.7,1025.16,1.46,-402,936,306,251,-468,-818,
50253,28.4,29.6,1025.16,1.45,-525,910,297,253,-468,-818,
50272,28.4,29.5,1025.17,1.44,-665,892,310,251,-468,-819,
50293,28.4,29.6,1025.17,1.43,-542,813,201,251,-468,-818,
50312,28.4,29.6,1025.17,1.44,-673,791,240,252,-468,-818,
50332,28.4,29.6,1025.17,1.44,-774,756,183,251,-467,-819,
50352,28.4,29.5,1025.17,1.43,-861,822,258,251,-466,-819,
50372,28.4,29.8,1025.17,1.40,-616,791,223,251,-467,-819,
50392,28.4,29.7,1025.17,1.41,-406,857,258,251,-467,-819,
50412,28.4,29.8,1025.17,1.41,-2489,1146,818,256,-470,-786,
50432,28.4,29.7,1025.17,1.42,-26661,1295,4497,255,-475,-760,
50452,28.4,29.6,1025.16,1.46,-62658,-39,7428,247,-449,-793,
50472,28.4,29.6,1025.16,1.48,-82621,-853,6851,243,-420,-844,
50492,28.4,29.5,1025.16,1.46,-79686,-2992,5324,251,-391,-861,
50512,28.4,29.7,1025.17,1.42,-77717,-1977,6050,244,-372,-863,
50532,28.4,29.7,1025.18,1.35,-81716,-91,6790,245,-349,-863,
50551,28.4,29.6,1025.18,1.31,-86288,420,6348,238,-324,-903,
50603,28.4,29.6,1025.19,1.25,21630,-1824,-3062,241,-287,-948,
50612,28.4,29.6,1025.19,1.22,58113,-778,-4935,235,-307,-928,
50633,28.4,29.5,1025.19,1.22,96915,-2891,-12114,211,-330,-1006,
50651,28.4,29.6,1025.19,1.26,140056,-10154,-26705,261,-349,-886,
50671,28.4,29.7,1025.19,1.24,143342,-10036,-17902,226,-421,-893,
50691,28.4,29.6,1025.19,1.22,143342,-20982,-27370,177,-452,-828,
50711,28.4,29.7,1025.19,1.24,143342,-29251,-43907,168,-516,-950,
50731,28.4,29.7,1025.18,1.32,143342,-61560,-56161,266,-522,-462,
50751,28.4,29.6,1025.17,1.39,141001,1281,-70936,304,-718,-683,
50770,28.4,29.7,1025.17,1.39,105450,-38972,-25506,363,-719,-743,
50790,28.4,29.6,1025.17,1.44,29596,-75328,29535,223,-704,-562,
50810,28.4,29.5,1025.15,1.56,-4370,-31276,20195,157,-571,-450,
50830,28.4,29.6,1025.15,1.61,-9130,11156,-6855,186,-588,-686,
50850,28.4,29.6,1025.15,1.61,-28350,-5341,-7717,233,-836,-821,
50870,28.4,29.6,1025.14,1.62,-78960,-56393,53720,214,-1173,-1229,
50890,28.4,29.6,1025.14,1.63,-141876,-138565,138079,-107,-1071,-1939,
50910,28.4,29.6,1025.14,1.64,-143342,-143342,114642,-223,-423,-1998,
50930,28.4,29.7,1025.14,1.63,-143342,-143342,20409,-236,-3,-1980,
50950,28.4,29.7,1025.15,1.57,-112008,-143342,-81475,-222,21,-1268,
50970,28.4,29.8,1025.15,1.57,50159,-143342,-59994,-210,-47,-805,
50989,28.4,29.5,1025.16,1.52,119201,-143342,49030,-86,-4,-388,
51010,28.4,29.6,1025.16,1.48,122491,-143342,122066,-116,28,-188,
51029,28.4,29.6,1025.16,1.49,139444,-143342,129101,-205,17,-151,
51049,28.4,29.6,1025.16,1.50,143342,-143342,120216,-379,50,-165,
51070,28.4,29.7,1025.16,1.47,143342,-143342,86156,-256,107,20,
51090,28.4,29.7,1025.16,1.53,143342,-137344,50045,-363,205,113,
51110,28.4,29.7,1025.13,1.74,143342,-28424,-30139,-538,286,180,
51129,28.4,29.7,1025.11,1.95,143342,120343,-125571,-712,350,-70,
51149,28.4,29.7,1025.09,2.09,143342,143342,-143342,-1188,427,-409,
51169,28.4,29.6,1025.08,2.22,143342,136688,-143342,-1493,198,-288,
51189,28.4,29.8,1025.07,2.22,143342,99610,-143342,-1455,-145,65,
51209,28.4,29.8,1025.08,2.21,143342,119402,-131079,-1424,-293,325,
51229,28.4,29.7,1025.08,2.18,123628,143123,-8658,-1166,-347,199,
51249,28.4,29.7,1025.09,2.12,-65222,143342,127531,-1202,-303,9,
51268,28.4,29.6,1025.09,2.05,-143303,143342,143342,-1567,22,-476,
51288,28.4,29.7,1025.10,2.02,-141553,142616,143342,-1892,301,-928,
51308,28.4,29.7,1025.10,1.96,-1150,114506,116668,-1788,323,-987,
51328,28.4,29.7,1025.11,1.91,141413,23979,-58712,-1506,207,-857,
51348,28.4,29.7,1025.11,1.88,143342,-88882,-141675,-1113,163,-480,
51368,28.4,29.6,1025.11,1.95,143342,-139081,-143342,-848,128,-276,
51388,28.4,29.6,1025.11,1.95,143342,-143290,-137270,-792,90,-129,
51408,28.4,29.7,1025.11,1.94,143342,-124521,-101329,-733,85,31,
51427,28.4,29.6,1025.11,1.95,143342,-53090,-71312,-640,24,231,
51448,28.4,29.5,1025.10,1.98,143342,57964,-37253,-647,-1,320,
51467,28.4,29.6,1025.11,1.93,143342,137711,-37183,-685,14,186,
51487,28.4,29.5,1025.11,1.93,143342,143342,-78553,-730,-17,-6,
51507,28.4,29.6,1025.12,1.87,143342,136867,-100283,-810,-51,-143,
51527,28.4,29.6,1025.12,1.83,143342,60725,-70078,-824,-44,-225,
51548,28.4,29.7,1025.13,1.77,143342,-88165,103801,-727,16,-68,
51569,28.4,29.6,1025.13,1.71,143342,-64798,142996,-788,97,-198,
51588,28.4,29.7,1025.14,1.67,143342,-16314,143342,-965,145,-324,
51607,28.4,29.7,1025.15,1.59,143342,38920,143342,-1008,255,-564,
51627,28.4,29.6,1025.15,1.56,143342,73097,143342,-1157,527,-1025,
51646,28.4,29.6,1025.15,1.60,143342,88003,143342,-1339,758,-1628,
51666,28.4,29.5,1025.15,1.62,143342,43526,143342,-1175,745,-1722,
51687,28.4,29.5,1025.14,1.62,143342,22321,143342,-1046,635,-1481,
51706,28.4,29.7,1025.15,1.61,143342,93327,143342,-931,445,-1288,
51726,28.4,29.6,1025.14,1.64,143342,142231,143342,-1122,215,-1002,
51746,28.4,29.5,1025.14,1.65,143342,136443,143342,-1318,4,-641,
51766,28.4,29.6,1025.14,1.63,143342,43863,117092,-1016,-166,-399,
51786,28.4,29.5,1025.15,1.61,143342,-117639,3880,-996,-416,100,
51806,28.4,29.6,1025.15,1.60,68761,-142581,17613,-588,-564,409,
51826,28.4,29.6,1025.15,1.61,-127268,-79843,-18624,-283,-481,294,
51878,28.4,29.6,1025.15,1.59,-143342,-118238,-71045,-723,677,-1996,
51892,28.4,29.5,1025.15,1.60,-143342,-143259,-64190,-1063,803,-1821,
51911,28.4,29.6,1025.15,1.59,-141054,-98910,-129661,-755,619,-1241,
51930,28.4,29.6,1025.15,1.59,18698,8846,-91756,-769,632,-1083,
51949,28.4,29.5,1025.14,1.66,143145,17911,17535,-1056,835,-1486,
51968,28.4,29.5,1025.14,1.68,143342,-2362,124096,-711,1161,-1984,
51987,28.4,29.5,1025.13,1.71,143342,57658,143342,13,1209,-1998,
52007,28.4,29.6,1025.13,1.75,143342,123860,143342,-43,875,-1992,
52026,28.4,29.5,1025.13,1.74,143342,84525,143342,145,298,-1402,
52046,28.4,29.5,1025.12,1.81,143342,22806,143342,-50,-78,-463,
52066,28.4,29.4,1025.12,1.84,143342,-16086,143342,-289,-222,41,
52085,28.4,29.6,1025.12,1.88,143342,-6387,133240,-348,-256,203,
52105,28.4,29.6,1025.12,1.88,128139,40005,35962,-301,-295,273,
52124,28.4,29.6,1025.11,1.92,-32545,92693,-50636,-243,-290,239,
52144,28.4,29.6,1025.10,2.00,-140778,131932,-30590,-292,-296,68,
52165,28.4,29.4,1025.09,2.07,-143342,103438,90352,-659,-152,-265,
52184,28.4,29.5,1025.08,2.16,-143342,-7345,141903,-1015,21,-463,
52204,28.4,29.6,1025.07,2.23,-143342,-98831,86506,-1092,125,-387,
52224,28.4,29.5,1025.05,2.41,-143342,-76203,-61184,-879,82,-205,
52244,28.4,29.5,1025.05,2.46,-143342,6982,-137733,-622,23,-116,
52264,28.4,29.5,1025.05,2.46,-143342,62431,-118671,-608,15,-171,
52284,28.4,29.5,1025.04,2.49,-143342,45451,-56179,-766,54,-353,
52304,28.4,29.5,1025.05,2.47,-143342,-32471,-32038,-928,119,-493,
52324,28.4,29.6,1025.04,2.54,-143342,-104825,-86555,-979,177,-620,
52343,28.4,29.5,1025.04,2.48,-143342,-125750,-140385,-770,184,-540,
52363,28.4,29.5,1025.04,2.56,-143342,-71448,-143342,-432,186,-458,
52384,28.4,29.7,1025.03,2.57,-143342,15680,-143342,-121,196,-413,
52403,28.4,29.6,1025.04,2.54,-143342,84748,-143342,58,202,-389,
52423,28.4,29.5,1025.04,2.55,-143342,112861,-134995,0,203,-386,
52443,28.4,29.5,1025.04,2.53,-143342,102550,-90965,-235,198,-452,
52463,28.4,29.6,1025.05,2.46,-143342,52775,-75372,-566,179,-626,
52483,28.4,29.4,1025.05,2.42,-143342,-49323,-113802,-920,173,-905,
52504,28.4,29.5,1025.05,2.45,33967,-143342,-143342,-922,167,-761,
52524,28.4,29.5,1025.05,2.44,141351,-143342,-141837,-887,108,-296,
52543,28.4,29.6,1025.05,2.43,143342,-143224,-90895,-908,40,11,
52563,28.4,29.6,1025.05,2.40,143342,-101478,2607,-848,-13,56,
52582,28.4,29.6,1025.05,2.42,143342,26884,70227,-692,-8,6,
52603,28.4,29.4,1025.05,2.47,143342,124586,103460,-607,22,-68,
52623,28.4,29.6,1025.05,2.44,143342,143342,94705,-659,53,-180,
52642,28.4,29.6,1025.05,2.45,143342,143342,49389,-704,73,-331,
52662,28.4,29.6,1025.05,2.42,143342,143342,-6838,-631,47,-404,
52682,28.4,29.6,1025.05,2.45,143342,142629,-30830,-558,-13,-389,
52702,28.4,29.6,1025.04,2.49,143342,105866,455,-539,-92,-350,
52722,28.4,29.7,1025.04,2.53,143342,20720,84463,-496,-136,-270,
52742,28.4,29.7,1025.03,2.59,143342,-43837,140756,-437,-103,-218,
52762,28.4,29.6,1025.02,2.68,133227,-73753,143342,-437,-43,-224,
52782,28.4,29.5,1025.02,2.70,115828,-79436,143342,-425,2,-263,
52802,28.4,29.5,1025.01,2.77,132886,-65078,143342,-593,20,-317,
52821,28.4,29.6,1025.01,2.81,143281,-55536,143342,-776,44,-366,
52842,28.4,29.6,1025.01,2.82,143342,-29776,142721,-890,88,-400,
52862,28.4,29.6,1025.01,2.78,143342,2756,103967,-894,135,-448,
52881,28.4,29.5,1025.02,2.73,143342,7078,10806,-801,150,-475,
52901,28.4,29.4,1025.02,2.68,143342,-22115,-59272,-639,121,-415,
52921,28.4,29.6,1025.03,2.64,143342,-59368,-78610,-520,52,-278,
52941,28.4,29.6,1025.03,2.59,143342,-75145,-56122,-481,-15,-123,
52962,28.4,29.6,1025.04,2.52,143342,-8465,-23506,-591,-134,43,
52983,28.4,29.5,1025.05,2.43,114205,39865,-10198,-699,-209,24,
53002,28.4,29.7,1025.06,2.38,-57015,76015,21599,-823,-247,-77,
53021,28.4,29.6,1025.06,2.32,-142305,92093,57010,-927,-203,-282,
53041,28.4,29.4,1025.07,2.28,-143342,100253,60716,-1043,-66,-617,
53061,28.4,29.5,1025.08,2.21,-143342,89289,7573,-1211,85,-984,
53081,28.4,29.5,1025.09,2.12,-143342,48720,-101885,-1237,144,-1191,
53100,28.4,29.6,1025.10,2.01,-143342,12376,-143167,-1142,93,-1214,
53120,28.4,29.5,1025.11,1.90,-137436,-17158,-143342,-1150,-29,-1170,
53173,28.4,29.5,1025.13,1.71,45224,-123755,36159,-1636,-34,-1056,
53191,28.4,29.6,1025.14,1.66,129154,-84210,126218,-1775,98,-1066,
53210,28.4,29.6,1025.15,1.58,143342,36085,120146,-1998,394,-1399,
53229,28.4,29.6,1025.15,1.56,143342,100607,-49980,-1998,500,-1787,
53249,28.4,29.4,1025.16,1.49,143342,79043,-141951,-1998,187,-1550,
53267,28.4,29.5,1025.17,1.42,143342,61460,-106701,-1876,-169,-1068,
53287,28.4,29.7,1025.18,1.33,143342,122591,8338,-1497,-319,-843,
53306,28.4,29.5,1025.18,1.28,137900,143342,78041,-1093,-315,-784,
53325,28.4,29.4,1025.19,1.25,28590,143342,60383,-657,-212,-834,
53344,28.4,29.5,1025.19,1.23,-108508,143333,-44467,-387,-141,-818,
53363,28.4,29.6,1025.19,1.24,-142839,121366,-129071,-118,-113,-730,
53382,28.4,29.5,1025.19,1.20,-143342,26971,-143342,-2,-114,-659,
53401,28.4,29.6,1025.19,1.20,-143342,-83571,-141627,-144,-108,-593,
53421,28.4,29.5,1025.19,1.21,-143342,-141260,-100782,-296,-90,-545,
53440,28.4,29.5,1025.19,1.20,-142900,-143342,-36990,-434,-56,-501,
53460,28.4,29.4,1025.19,1.19,-116611,-143342,-1907,-579,-19,-435,
53480,28.4,29.5,1025.20,1.18,-39694,-143342,6934,-712,3,-317,
53499,28.4,29.6,1025.19,1.21,39703,-120833,5114,-757,1,-142,
53519,28.4,29.6,1025.19,1.23,89775,8098,3845,-756,4,-25,
53539,28.4,29.6,1025.19,1.23,122430,128016,-7179,-759,17,-76,
53558,28.4,29.4,1025.18,1.28,142178,143342,-35538,-781,21,-292,
53578,28.4,29.5,1025.19,1.25,143342,143342,-58826,-845,-33,-565,
53598,28.4,29.4,1025.19,1.22,143342,142450,-10023,-950,-130,-680,
53618,28.4,29.5,1025.20,1.16,143342,74983,106216,-1135,-120,-629,
53638,28.4,29.5,1025.19,1.22,143342,-73377,143294,-1272,-14,-585,
53658,28.4,29.5,1025.19,1.22,143342,-140039,142130,-1163,59,-480,
53678,28.4,29.6,1025.19,1.22,143342,-143342,90378,-1225,97,-190,
53698,28.4,29.3,1025.18,1.28,143342,-108920,-34151,-1277,134,98,
53718,28.4,29.5,1025.18,1.28,143342,42223,-132111,-1103,90,197,
53738,28.4,29.4,1025.18,1.30,143342,133630,-140848,-821,-114,349,
53758,28.4,29.4,1025.18,1.28,143342,119363,-36159,-968,-212,495,
53777,28.4,29.4,1025.18,1.29,143342,78688,125339,-1257,-80,381,
53797,28.4,29.5,1025.18,1.31,143342,-4856,143342,-1447,37,313,
53817,28.4,29.4,1025.18,1.33,143342,-78710,134378,-1529,190,415,
53837,28.4,29.4,1025.18,1.35,143342,-76090,24963,-1433,361,460,
53857,28.4,29.5,1025.17,1.37,143342,-76737,-73119,-1245,438,566,
53877,28.4,29.4,1025.16,1.47,143342,-9651,23541,-985,634,581,
